Close Date,Created Date,Amount,Opportunities Won,Opportunity ID,Account ID,Opportunity Name,Stage,Probability (%),Opportunity Type,Lead Source,Forecast Category,Owner ID,Days In Stage,Fiscal Quarter,Opportunity Owner,Account Name,Account Type,Billing City,Billing State/Province,Billing Zip/Postal Code,Billing Country,Industry,Annual Revenue,Account Rating,Days to Close
5/22/2024,7/7/2024,1144044,1,006al000004i3EgAAI,001al00000jXbgcAAC,Omega Insurance - Add-On Business - 20k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Omega Insurance,Mid-Market,Richmond,VA,23224,USA,Insurance,74000000,Warm,32
5/18/2024,4/10/2024,945239.625,1,006al000004i3EeAAI,001al00000jXbgcAAC,Omega Insurance - New Business - 15k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Omega Insurance,Mid-Market,Richmond,VA,23224,USA,Insurance,74000000,Warm,116
5/29/2024,5/22/2024,3677602.5,1,006al000004i3HhAAI,001al00000jXbgYAAS,"Datanet, Inc. - Service -50k",Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,"Datanet, Inc.",Partner,New York,NY,10002,USA,Communications,210000000,Warm,85
5/22/2024,5/21/2024,2460229.2,1,006al000004i3FxAAI,001al00000jXbgYAAS,"Datanet, Inc. - Service - 40K",Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,"Datanet, Inc.",Partner,New York,NY,10002,USA,Communications,210000000,Warm,79
5/31/2024,5/28/2024,1552344.75,1,006al000004i3GyAAI,001al00000jXbgnAAC,Allied Technologies - Add-On Business - 30k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Allied Technologies,Partner,Multnomah,OR,97233,USA,Technology,5600000000,Warm,81
5/29/2024,6/7/2024,1811224.8,1,006al000004i3HMAAY,001al00000jXbgyAAC,Tyconet - Add-On Business - 30k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Tyconet,Partner,King,WA,98109,USA,Manufacturing,370000000,Hot,69
5/28/2024,5/24/2024,1725644.25,1,006al000004i3GzAAI,001al00000jXbgnAAC,Allied Technologies - Add-On Business - 25k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Allied Technologies,Partner,Multnomah,OR,97233,USA,Technology,5600000000,Warm,82
5/28/2024,5/9/2024,1498662,1,006al000004i3GiAAI,001al00000jXbgkAAC,Anaco Limited - Add-On Business - 25k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Anaco Limited,Partner,Multnomah,OR,97215,USA,Retail,510000000,Warm,97
5/22/2024,6/7/2024,3077692.2,1,006al000004i3FmAAI,001al00000jXbgyAAC,UlyssesNet - New Business - 60K,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Tyconet,Partner,King,WA,98109,USA,Manufacturing,370000000,Hot,62
5/22/2024,6/23/2024,1269675,1,006al000004i3FqAAI,001al00000jXbgyAAC,Tyconet - Add-On Business - 20k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Tyconet,Partner,King,WA,98109,USA,Manufacturing,370000000,Hot,46
5/21/2024,5/6/2024,1491890.4,1,006al000004i3FlAAI,001al00000jXbgyAAC,Tyconet - New Business - 28k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Tyconet,Partner,King,WA,98109,USA,Manufacturing,370000000,Hot,93
5/21/2024,6/11/2024,985134.15,1,006al000004i3FpAAI,001al00000jXbgyAAC,Tyconet - New Business - 18k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Tyconet,Partner,King,WA,98109,USA,Manufacturing,370000000,Hot,57
5/19/2024,5/16/2024,1270770.93,1,006al000004i3FRAAY,001al00000jXbglAAC,Assurity Corporation - New Business - 23k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Associated Supply Co.,Partner,Jefferson,TX,77701,USA,Financial Services,21000000,Warm,81
5/16/2024,6/3/2024,1215992.25,1,006al000004i3FkAAI,001al00000jXbgyAAC,Tyconet - New Business - 25k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Tyconet,Partner,King,WA,98109,USA,Manufacturing,370000000,Hot,60
5/16/2024,4/5/2024,824754.15,1,006al000004i3FoAAI,001al00000jXbgyAAC,Tyconet - New Business - 15k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Tyconet,Partner,King,WA,98109,USA,Manufacturing,370000000,Hot,119
5/29/2024,5/29/2024,1688801.4,1,006al000004i3HnAAI,001al00000jXbhmAAC,Omega Technologies - Add-On Business - 30k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Omega Technologies,Partner,San Francisco,CA,94105,USA,Technology,53000000,Warm,78
5/22/2024,4/28/2024,1482624,1,006al000004i3G0AAI,001al00000jXbhmAAC,Omega Technologies - Add-On Business - 20k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Omega Technologies,Partner,San Francisco,CA,94105,USA,Technology,53000000,Warm,102
5/16/2024,5/26/2024,882090,1,006al000004i3FzAAI,001al00000jXbhmAAC,Omega Technologies - New Business - 15k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Omega Technologies,Partner,San Francisco,CA,94105,USA,Technology,53000000,Warm,68
5/29/2024,5/25/2024,2577484.8,1,006al000004i3H4AAI,001al00000jXbgpAAC,Homeland Company - Services - 40K,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Homeland Company,Small Business,New Hanover,NC,28403,USA,Financial Services,250000000,Warm,82
5/22/2024,5/23/2024,1188059.4,1,006al000004i3FAAAY,001al00000jXbgjAAC,Universal Services - Add-On Business - 20k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Universal Services,Small Business,Clark,NV,89119,USA,Manufacturing,460000000,Warm,77
5/20/2024,5/25/2024,1751349.6,1,006al000004i3F7AAI,001al00000jXbgjAAC,Universal Services - New Business - 28k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Universal Services,Small Business,Clark,NV,89119,USA,Manufacturing,460000000,Warm,73
5/20/2024,4/20/2024,1182160.98,1,006al000004i3F9AAI,001al00000jXbgjAAC,Universal Services - New Business - 18k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Universal Services,Small Business,Clark,NV,89119,USA,Manufacturing,460000000,Warm,108
5/15/2024,5/2/2024,1008790.2,1,006al000004i3F6AAI,001al00000jXbgjAAC,Universal Services - New Business - 20k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Universal Services,Small Business,Clark,NV,89119,USA,Manufacturing,460000000,Warm,91
5/15/2024,5/2/2024,946242,1,006al000004i3F8AAI,001al00000jXbgjAAC,Universal Services - New Business - 15k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Universal Services,Small Business,Clark,NV,89119,USA,Manufacturing,460000000,Warm,91
4/1/2024,5/22/2024,4159584,1,006al000004i3H0AAI,001al00000jXbgoAAC,Big Sky & Sons - Add-On Business - 40K,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Big Sky & Sons,Mid-Market,Dallas,TX,75225,USA,Financial Services,3000000,Warm,27
4/7/2024,5/25/2024,6253454.592,1,006al000004i3DZAAY,001al00000jXbgQAAS,"Omega, Inc. - Add-On Business - 48K",Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,"Omega, Inc.",Partner,San Francisco,CA,94105,USA,Technology,87000000,Hot,30
4/1/2024,6/12/2024,6005973.6,1,006al000004i3I1AAI,001al00000jXbh8AAC,"Vand Enterprises, Inc. - Services - 58K",Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,"Vand Enterprises, Inc.",Small Business,Shelby,TN,38111,USA,Financial Services,96000000,Warm,6
7/2/2024,6/9/2024,6454974.24,1,006al000004i3GlAAI,001al00000jXbgkAAC,Anaco Limited - Add-On Business - 27k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Anaco Limited,Partner,Multnomah,OR,97215,USA,Retail,510000000,Warm,101
6/28/2024,5/30/2024,6281352,1,006al000004i3FSAAY,001al00000jXbglAAC,Assurity Corporation - New Business - 35k,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,2,John Demby,Associated Supply Co.,Partner,Jefferson,TX,77701,USA,Financial Services,21000000,Warm,107
12/21/2023,1/30/2024,3522586.32,1,006al000004i3IqAAI,001al00000jXbgzAAC,Haven Enterprises - Add-On Business - 31K,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,4,John Demby,Haven Enterprises,Mid-Market,Baltimore (city),MD,21223,USA,Manufacturing,1300000000,Hot,38
2/1/2024,3/5/2024,2749625.01,1,006al000004i3BbAAI,001al00000jXbhnAAC,Amptech Corporation - New Business - 26K,Closed Won,100,New Business,Data.com,Closed,005al000003DxgTAAS,13,1,John Demby,Amptech Corporation,Partner,London,,EC1V 9NR,UK,Manufacturing,630000000,Warm,45
3/25/2024,2/21/2024,3863059.2,1,006al000004i3CDAAY,001al00000jXbgnAAC,Allied Technologies - New Business - 27K,Closed Won,100,New Business,Social Media,Closed,005al000003DxgTAAS,13,1,John Demby,Allied Technologies,Partner,Multnomah,OR,97233,USA,Technology,5600000000,Warm,111
2/10/2024,2/2/2024,3652761.42,1,006al000004i3CCAAY,001al00000jXbhlAAC,Omega Systems - New Business - 23K,Closed Won,100,New Business,Referral,Closed,005al000003DxgTAAS,13,1,John Demby,Omega Systems,Partner,San Francisco,CA,94110,USA,Financial Services,69000000,Warm,86
2/14/2024,2/20/2024,8915435.1,1,006al000004i3IgAAI,001al00000jXbhiAAC,Silodyne Company - New Business - 54K,Closed Won,100,New Business,Marketing Event,Closed,005al000003DxgTAAS,13,1,John Demby,Silodyne Company,Mid-Market,New York,NY,10023,USA,Healthcare & Life Sciences,1976400000,Warm,72
1/6/2024,12/4/2023,2520460.8,1,006al000004i3BnAAI,001al00000jXbhlAAC,Omega Systems - New Business - 24K,Closed Won,100,New Business,Referral,Closed,005al000003DxgTAAS,13,1,John Demby,Omega Systems,Partner,San Francisco,CA,94110,USA,Financial Services,69000000,Warm,111
6/22/2023,5/20/2023,3758139,1,006al000004i3BEAAY,001al00000jXbggAAC,General Utilities - New Business - 29K,Closed Won,100,New Business,Cold Call,Closed,005al000003DxgTAAS,13,2,John Demby,General Utilities,Mid-Market,Chicago,IL,60661,USA,Communications,9300000000,Warm,111
6/7/2023,7/6/2023,3751822.8,1,006al000004i3BFAAY,001al00000jXbgsAAC,Towson Inc. - New Business - 27K,Closed Won,100,New Business,Website,Closed,005al000003DxgTAAS,13,2,John Demby,Towson Inc.,Mid-Market,Alameda,CA,94601,USA,Retail,7100000,Warm,49
6/1/2024,6/1/2024,2528791.65,1,006al000004i3HqAAI,001al00000jXbhpAAC,"Plasmosis, Inc. - New Business -45K",Closed Won,100,New Business,Marketing Event,Closed,005al000003DxgTAAS,13,2,John Demby,"Plasmosis, Inc.",Mid-Market,Silver Spring,MD,20910,USA,Healthcare & Life Sciences,0,Warm,78
5/25/2024,5/19/2024,2079259.875,1,006al000004i3GUAAY,001al00000jXbggAAC,General Utilities - New Business - 35K,Closed Won,100,New Business,Marketing Event,Closed,005al000003DxgTAAS,13,2,John Demby,General Utilities,Mid-Market,Chicago,IL,60661,USA,Communications,9300000000,Warm,84
5/22/2024,4/23/2024,1003016.52,1,006al000004i3GJAAY,001al00000jXbhgAAC,"Inventure, Inc. - New Business - 18k",Closed Won,100,New Business,Marketing Event,Closed,005al000003DxgTAAS,13,2,John Demby,"Inventure, Inc.",Mid-Market,Louisville,CO,80027,USA,Manufacturing,0,Warm,107
6/1/2024,6/29/2024,1934655.03,1,006al000004i3HrAAI,001al00000jXbhpAAC,"Plasmosis, Inc. - New Business - 42K",Closed Won,100,New Business,Referral,Closed,005al000003DxgTAAS,13,2,John Demby,"Plasmosis, Inc.",Mid-Market,Silver Spring,MD,20910,USA,Healthcare & Life Sciences,0,Warm,50
5/29/2024,4/20/2024,2582118,1,006al000004i3GXAAY,001al00000jXbghAAC,Missoula & Sons Inc. - New Business - 40K,Closed Won,100,New Business,Referral,Closed,005al000003DxgTAAS,13,2,John Demby,Missoula & Sons Inc.,Mid-Market,Chicago,IL,60605,USA,Manufacturing,7600000,Warm,117
5/29/2024,6/12/2024,1828332,1,006al000004i3GZAAY,001al00000jXbghAAC,Missoula & Sons Inc. - New Business - 30K,Closed Won,100,New Business,Referral,Closed,005al000003DxgTAAS,13,2,John Demby,Missoula & Sons Inc.,Mid-Market,Chicago,IL,60605,USA,Manufacturing,7600000,Warm,64
5/18/2024,6/24/2024,823284,1,006al000004i3GIAAY,001al00000jXbhgAAC,"Inventure, Inc. - New Business - 15k",Closed Won,100,New Business,Referral,Closed,005al000003DxgTAAS,13,2,John Demby,"Inventure, Inc.",Mid-Market,Louisville,CO,80027,USA,Manufacturing,0,Warm,41
6/1/2024,6/29/2024,2293407.27,1,006al000004i3H7AAI,001al00000jXbgrAAC,Open Source Inc. - New Business - 42K,Closed Won,100,New Business,Website,Closed,005al000003DxgTAAS,13,2,John Demby,Open Source Inc.,Mid-Market,Austin,TX,78701,USA,Technology,200000000,Hot,50
6/1/2024,6/8/2024,2410858.89,1,006al000004i3GuAAI,001al00000jXbgnAAC,Allied Technologies - New Business - 47K,Closed Won,100,New Business,Cold Call,Closed,005al000003DxgTAAS,13,2,John Demby,Allied Technologies,Partner,Multnomah,OR,97233,USA,Technology,5600000000,Warm,71
6/1/2024,4/29/2024,2087835.75,1,006al000004i3GtAAI,001al00000jXbgnAAC,Allied Technologies - New Business - 12K,Closed Won,100,New Business,Cold Call,Closed,005al000003DxgTAAS,13,2,John Demby,Allied Technologies,Partner,Multnomah,OR,97233,USA,Technology,5600000000,Warm,111
5/19/2024,6/5/2024,750244.275,1,006al000004i3FTAAY,001al00000jXbglAAC,Assurity Corporation - New Business - 15k,Closed Won,100,New Business,Cold Call,Closed,005al000003DxgTAAS,13,2,John Demby,Associated Supply Co.,Partner,Jefferson,TX,77701,USA,Financial Services,21000000,Warm,61
6/6/2024,6/4/2024,24139132.38,1,006al000004i3CrAAI,001al00000jXbgfAAC,Valley Supply Inc. - New Business - 93K,Closed Won,100,New Business,Data.com,Closed,005al000003DxgTAAS,13,2,John Demby,Valley Supply Inc.,Partner,San Jose,CA,95119,USA,Financial Services,600000000,Hot,80
5/19/2024,5/1/2024,845336.25,1,006al000004i3FdAAI,001al00000jXbgnAAC,Allied Technologies - New Business - 15k,Closed Won,100,New Business,Data.com,Closed,005al000003DxgTAAS,13,2,John Demby,Allied Technologies,Partner,Multnomah,OR,97233,USA,Technology,5600000000,Warm,96
6/1/2024,7/19/2024,2433365.55,1,006al000004i3GdAAI,001al00000jXbgiAAC,Morpon Brothers - New Business - 45K,Closed Won,100,New Business,Marketing Event,Closed,005al000003DxgTAAS,13,2,John Demby,Morpon Brothers,Partner,Sydney,NSW,2007,Australia,Retail,5000000,Warm,30
6/1/2024,5/31/2024,2304633.87,1,006al000004i3GgAAI,001al00000jXbgiAAC,Morpon Brothers - New Business - 42K,Closed Won,100,New Business,Marketing Event,Closed,005al000003DxgTAAS,13,2,John Demby,Morpon Brothers,Partner,Sydney,NSW,2007,Australia,Retail,5000000,Warm,79
6/1/2024,7/15/2024,2459694.6,1,006al000004i3GfAAI,001al00000jXbgiAAC,Morpon Brothers - New Business - 40K,Closed Won,100,New Business,Referral,Closed,005al000003DxgTAAS,13,2,John Demby,Morpon Brothers,Partner,Sydney,NSW,2007,Australia,Retail,5000000,Warm,34
5/22/2024,6/25/2024,1062517.5,1,006al000004i3FeAAI,001al00000jXbgnAAC,Allied Technologies - New Business - 18k,Closed Won,100,New Business,Social Media,Closed,005al000003DxgTAAS,13,2,John Demby,Allied Technologies,Partner,Multnomah,OR,97233,USA,Technology,5600000000,Warm,44
6/1/2024,6/7/2024,2068893.09,1,006al000004i3ICAAY,001al00000jXbhlAAC,Omega Systems - New Business - 38K,Closed Won,100,New Business,Website,Closed,005al000003DxgTAAS,13,2,John Demby,Omega Systems,Partner,San Francisco,CA,94110,USA,Financial Services,69000000,Warm,72
6/9/2024,7/19/2024,4551584.4,1,006al000004i3DhAAI,001al00000jXbgwAAC,Employnet - New Business - 66K,Qualification,20,New Business,Referral,Pipeline,005al000003DxgTAAS,13,2,John Demby,Employnet,Partner,Pittsburgh,PA,15219,USA,Manufacturing,3600000,Warm,38
5/13/2024,5/28/2024,3909945.6,1,006al000004i3H8AAI,001al00000jXbgrAAC,Open Source Inc. - New Business - 32K,Closed Won,100,New Business,Website,Closed,005al000003DxgTAAS,13,2,John Demby,Open Source Inc.,Mid-Market,Austin,TX,78701,USA,Technology,200000000,Hot,63
4/7/2024,4/8/2024,8840799,1,006al000004i3D9AAI,001al00000jXbgtAAC,Optos Inc. - New Business - 85K,Closed Won,100,New Business,Marketing Event,Closed,005al000003DxgTAAS,13,2,John Demby,Optos Inc.,Partner,San Francisco,CA,94121,USA,Healthcare & Life Sciences,550000000,Warm,77
6/28/2024,5/17/2024,4448505.6,1,006al000004i3FnAAI,001al00000jXbgyAAC,UlyssesNet - New Business - 20K,Closed Won,100,New Business,Cold Call,Closed,005al000003DxgTAAS,13,2,John Demby,Tyconet,Partner,King,WA,98109,USA,Manufacturing,370000000,Hot,120
6/28/2024,6/21/2024,3664362.24,1,006al000004i3FUAAY,001al00000jXbglAAC,Assurity Corporation - New Business - 18k,Closed Won,100,New Business,Referral,Closed,005al000003DxgTAAS,13,2,John Demby,Associated Supply Co.,Partner,Jefferson,TX,77701,USA,Financial Services,21000000,Warm,85
6/28/2024,6/14/2024,1698935.04,1,006al000004i3FcAAI,001al00000jXbgnAAC,Allied Technologies - New Business  - 8k,Closed Won,100,New Business,Social Media,Closed,005al000003DxgTAAS,13,2,John Demby,Allied Technologies,Partner,Multnomah,OR,97233,USA,Technology,5600000000,Warm,92
6/23/2023,6/3/2023,3345823.8,1,006al000004i3BDAAY,001al00000jXbgZAAS,"Aims Social, Inc. - Services - 24K",Closed Won,100,Services,Data.com,Closed,005al000003DxgTAAS,13,2,John Demby,"Aims Social, Inc.",Small Business,Cook,IL,60402,USA,Manufacturing,77000000,Warm,98
6/1/2024,5/9/2024,2115278.55,1,006al000004i3GcAAI,001al00000jXbghAAC,Missoula & Sons Inc. - Services - 35K,Closed Won,100,Services,Data.com,Closed,005al000003DxgTAAS,13,2,John Demby,Missoula & Sons Inc.,Mid-Market,Chicago,IL,60605,USA,Manufacturing,7600000,Warm,101
5/16/2024,5/27/2024,4728715.2,1,006al000004i3DvAAI,001al00000jXbhqAAC,"Accusage, Inc. - Services - 80K",Closed Won,100,Services,Marketing Event,Closed,005al000003DxgTAAS,13,2,John Demby,"Accusage, Inc.",Mid-Market,Salt Lake City,UT,84119,USA,Healthcare & Life Sciences,0,Warm,67
5/16/2024,4/25/2024,7046335.395,1,006al000004i3CsAAI,001al00000jXbgwAAC,Employnet - Services - 101K,Closed Won,100,Services,Cold Call,Closed,005al000003DxgTAAS,13,2,John Demby,Employnet,Partner,Pittsburgh,PA,15219,USA,Manufacturing,3600000,Warm,99
5/29/2024,5/20/2024,1698023.25,1,006al000004i3HiAAI,001al00000jXbgYAAS,"Datanet, Inc. - Service - 30k",Closed Won,100,Services,Cold Call,Closed,005al000003DxgTAAS,13,2,John Demby,"Datanet, Inc.",Partner,New York,NY,10002,USA,Communications,210000000,Warm,87
6/2/2024,7/14/2024,2505046.5,1,006al000004i3GeAAI,001al00000jXbgiAAC,Morpon Brothers - Services - 55K,Closed Won,100,Services,Marketing Event,Closed,005al000003DxgTAAS,13,2,John Demby,Morpon Brothers,Partner,Sydney,NSW,2007,Australia,Retail,5000000,Warm,36
6/1/2024,5/28/2024,2020788,1,006al000004i3GhAAI,001al00000jXbgiAAC,Morpon Brothers - Services - 35K,Closed Won,100,Services,Marketing Event,Closed,005al000003DxgTAAS,13,2,John Demby,Morpon Brothers,Partner,Sydney,NSW,2007,Australia,Retail,5000000,Warm,82
5/29/2024,6/6/2024,1813630.5,1,006al000004i3H5AAI,001al00000jXbgpAAC,Homeland Company - Services - 30K,Closed Won,100,Services,Cold Call,Closed,005al000003DxgTAAS,13,2,John Demby,Homeland Company,Small Business,New Hanover,NC,28403,USA,Financial Services,250000000,Warm,70
6/2/2024,6/18/2024,2192216.4,1,006al000004i3I4AAI,001al00000jXbh8AAC,"Vand Enterprises, Inc. - Services - 48K",Closed Won,100,Services,Marketing Event,Closed,005al000003DxgTAAS,13,2,John Demby,"Vand Enterprises, Inc.",Small Business,Shelby,TN,38111,USA,Financial Services,96000000,Warm,62
6/1/2024,4/26/2024,2530190.52,1,006al000004i3I3AAI,001al00000jXbh8AAC,"Vand Enterprises, Inc. - Services - 43K",Closed Won,100,Services,Marketing Event,Closed,005al000003DxgTAAS,13,2,John Demby,"Vand Enterprises, Inc.",Small Business,Shelby,TN,38111,USA,Financial Services,96000000,Warm,114
6/1/2024,6/30/2024,2296213.92,1,006al000004i3I2AAI,001al00000jXbh8AAC,"Vand Enterprises, Inc. - Services - 42K",Closed Won,100,Services,Marketing Event,Closed,005al000003DxgTAAS,13,2,John Demby,"Vand Enterprises, Inc.",Small Business,Shelby,TN,38111,USA,Financial Services,96000000,Warm,49
4/21/2024,5/14/2024,8921998.8,1,006al000004i3D5AAI,001al00000jXbgSAAS,Green Fields Media - Services - 65K,Closed Won,100,Services,Marketing Event,Closed,005al000003DxgTAAS,13,2,John Demby,Green Fields Media,Partner,Denver,CO,80202,USA,Communications,40000,Warm,55
6/28/2024,4/28/2024,3295670.4,1,006al000004i3FyAAI,001al00000jXbgYAAS,"Datanet, Inc. - Service - 20K",Closed Won,100,Services,Website,Closed,005al000003DxgTAAS,13,2,John Demby,"Datanet, Inc.",Partner,New York,NY,10002,USA,Communications,210000000,Warm,139
5/19/2024,6/26/2024,1797859.8,1,006al000004i3BkAAI,001al00000jXbgiAAC,Morpon Brothers - Services - 30K,Closed Won,100,Services,Data.com,Closed,005al000003DxgTAAS,13,3,John Demby,Morpon Brothers,Partner,Sydney,NSW,2007,Australia,Retail,5000000,Warm,40
7/23/2023,8/1/2023,2173683.6,1,006al000004i3C8AAI,001al00000jXbhiAAC,Silodyne Company - Services - 18K,Closed Won,100,Services,Website,Closed,005al000003DxgTAAS,13,3,John Demby,Silodyne Company,Mid-Market,New York,NY,10023,USA,Healthcare & Life Sciences,1976400000,Warm,69
8/23/2023,9/8/2023,3715176.96,1,006al000004i3BxAAI,001al00000jXbgoAAC,Big Sky & Sons - Services - 27K,Closed Won,100,Services,Website,Closed,005al000003DxgTAAS,13,3,John Demby,Big Sky & Sons,Mid-Market,Dallas,TX,75225,USA,Financial Services,3000000,Warm,62
12/24/2023,1/19/2024,2080188,1,006al000004i3IpAAI,001al00000jXbhpAAC,"Plasmosis, Inc. - Services - 20K",Closed Won,100,Services,Referral,Closed,005al000003DxgTAAS,13,4,John Demby,"Plasmosis, Inc.",Mid-Market,Silver Spring,MD,20910,USA,Healthcare & Life Sciences,0,Warm,52
10/10/2023,10/30/2023,2156041.8,1,006al000004i3CGAAY,001al00000jXbgwAAC,Employnet - Services - 18K,Closed Won,100,Services,Social Media,Closed,005al000003DxgTAAS,13,4,John Demby,Employnet,Partner,Pittsburgh,PA,15219,USA,Manufacturing,3600000,Warm,58
3/8/2024,2/15/2024,3010421.7,1,006al000004i3JFAAY,001al00000jXbgtAAC,Optos Inc. - Add-On Business - 23K,Closed Won,100,Add-On Business,Social Media,Closed,005al000003DxgTAAS,13,1,John Demby,Optos Inc.,Partner,San Francisco,CA,94121,USA,Healthcare & Life Sciences,550000000,Warm,100
4/7/2024,4/27/2024,5339599.65,1,006al000004i3D7AAI,001al00000jXbgTAAS,Displaytech - Add-On Business - 41K,Closed Won,100,Add-On Business,Cold Call,Closed,005al000003DxgTAAS,13,2,John Demby,Displaytech,Mid-Market,Kings,NY,11213,USA,Technology,3400000000,Warm,58
3/8/2024,4/15/2024,4784947.2,1,006al000004i3JHAAY,001al00000jXbh9AAC,Advanced Communications - Add-On Business - 32K,Closed Won,100,Cross and Upsell,,Closed,005al000003DxgTAAS,13,1,John Demby,Advanced Communications,Partner,West Warwick,RI,02893,USA,Communications,5000000,Hot,40
4/17/2024,3/14/2024,2478453.12,1,006al000004i3D8AAI,001al00000jXbgTAAS,Displaytech - Services - 20K,Closed Won,100,Services,Website,Closed,005al000003DxgTAAS,13,2,John Demby,Displaytech,Mid-Market,Kings,NY,11213,USA,Technology,3400000000,Warm,112
3/28/2024,3/29/2024,479590.0461,0,006al000004i3eEAAQ,001al00000jXbgxAAC,Meridian Partners-Add-On Business-2024-March-3k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0rKAAS,13,1,Vance Channel,Meridian Partners,Enterprise,San Francisco,CA,94105,USA,Technology,240000000,Warm,77
3/9/2024,3/7/2024,4113161.0784,0,006al000004i3PeAAI,001al00000jXbgxAAC,Meridian Partners-Add-On Business-2024-March-36k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0rKAAS,13,1,Vance Channel,Meridian Partners,Enterprise,San Francisco,CA,94105,USA,Technology,240000000,Warm,80
6/2/2024,5/11/2024,120130.55406,0,006al000004i3jmAAA,001al00000jXbgxAAC,Meridian Partners-Add-On Business-2024-May-2k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0rKAAS,13,2,Vance Channel,Meridian Partners,Enterprise,San Francisco,CA,94105,USA,Technology,240000000,Warm,100
5/26/2024,4/14/2024,94815.37296,0,006al000004i3ieAAA,001al00000jXbgmAAC,Summit Resellers-Add-On Business-2024-May-1k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0rKAAS,13,2,Vance Channel,Summit Resellers,Mid-Market,San Francisco,CA,94133,USA,Technology,500000,Warm,120
5/2/2024,6/16/2024,548349.516,0,006al000004i3l8AAA,001al00000jXbgxAAC,Meridian Partners-Add-On Business-2024-April-3k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0rKAAS,13,2,Vance Channel,Meridian Partners,Enterprise,San Francisco,CA,94105,USA,Technology,240000000,Warm,33
5/2/2024,4/18/2024,465935.976,0,006al000004i3ibAAA,001al00000jXbgxAAC,Meridian Partners-Add-On Business-2024-April-4k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0rKAAS,13,2,Vance Channel,Meridian Partners,Enterprise,San Francisco,CA,94105,USA,Technology,240000000,Warm,92
5/5/2024,5/15/2024,563185.4976,0,006al000004i3pbAAA,001al00000jXbh7AAC,Zenith Distributors-Add-On Business-2024-May-3k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0rKAAS,13,2,Vance Channel,Zenith Distributors,Mid-Market,Riverside,CA,92501,USA,Technology,540000,Warm,68
9/21/2023,8/16/2023,510995.628,0,006al000004i3YIAAY,001al00000jXbgxAAC,Meridian Partners-Add-On Business-2023-September-4k,Closed Lost,0,Add-On Business,,Omitted,005al000003E0rKAAS,13,3,Vance Channel,Meridian Partners,Enterprise,San Francisco,CA,94105,USA,Technology,240000000,Warm,114
